prefix,vendor,assignment_type
4C364E,"Panasonic Connect Co., Ltd.",MA-L
BCA58B,"Samsung Electronics Co.,Ltd",MA-L
80CEB9,"Samsung Electronics Co.,Ltd",MA-L
E85D86,"CHANG YOW TECHNOLOGIES INTERNATIONAL CO.,LTD.",MA-L
94A3CA,"KonnectONE, LLC",MA-L
D0D3FC,"Mios, Ltd.",MA-L
6C6CD3,"Cisco Systems, Inc",MA-L
E049ED,Audeze LLC,MA-L
000157,"SYSWAVE CO., LTD",MA-L
A8016D,Aiwa Corporation,MA-L
0440A9,"New H3C Technologies Co., Ltd",MA-L
244CE3,Amazon Technologies Inc.,MA-L
B8BEF4,devolo AG,MA-L
58FDBE,"Shenzhen Taikaida Technology Co., Ltd",MA-L
F4F197,EMTAKE Inc,MA-L
6CED51,"NEXCONTROL Co.,Ltd",MA-L
1062E5,Hewlett Packard,MA-L
04C3E6,IEEE Registration Authority,MA-L
98BB99,"Phicomm (Sichuan) Co.,Ltd.",MA-L
002622,"COMPAL INFORMATION (KUNSHAN) CO., LTD.",MA-L
0020B5,YASKAWA ELECTRIC CORPORATION,MA-L
286336,Siemens AG,MA-L
14D169,"HUAWEI TECHNOLOGIES CO.,LTD",MA-L
1CC3EB,"GUANGDONG OPPO MOBILE TELECOMMUNICATIONS CORP.,LTD",MA-L
F460E2,Xiaomi Communications Co Ltd,MA-L
E4D124,"Mojo Networks, Inc.",MA-L
9CC950,Baumer Holding,MA-L
F89910,Integrated Device Technology (Malaysia) Sdn. Bhd.,MA-L
50E0EF,Nokia,MA-L
60F18A,"HUAWEI TECHNOLOGIES CO.,LTD",MA-L
C49500,Amazon Technologies Inc.,MA-L
68DD26,"Shanghai Focus Vision Security Technology Co.,Ltd",MA-L
2866E3,AzureWave Technology Inc.,MA-L
848A8D,"Cisco Systems, Inc",MA-L
E06267,Xiaomi Communications Co Ltd,MA-L
70B7AA,"vivo Mobile Communication Co., Ltd.",MA-L
0013A3,Siemens Home & Office Comm. Devices,MA-L
082525,Xiaomi Communications Co Ltd,MA-L
84B31B,Kinexon GmbH,MA-L
F8272E,Mercku,MA-L
A83E0E,HMD Global Oy,MA-L
10C172,"HUAWEI TECHNOLOGIES CO.,LTD",MA-L
000EEE,Muco Industrie BV,MA-L
7C1C4E,LG Innotek,MA-L
D8B6B7,Comtrend Corporation,MA-L
8C14B4,zte corporation,MA-L
3C9872,Sercomm Corporation.,MA-L
40C3C6,SnapRoute,MA-L
D01CBB,"Beijing Ctimes Digital Technology Co., Ltd.",MA-L
7487BB,Ciena Corporation,MA-L
C0B6F9,Intel Corporate,MA-L
DCE305,AO,MA-L
A4DA32,Texas Instruments,MA-L
780473,Texas Instruments,MA-L
504C7E,THE 41ST INSTITUTE OF CETC,MA-L
2C4759,Beijing MEGA preponderance Science & Technology Co. Ltd,MA-L
DCE0EB,Nanjing Aozheng Information Technology Co.Ltd,MA-L
00409D,DigiBoard,MA-L
149346,PNI sensor corporation,MA-L
00138A,"Qingdao GoerTek Technology Co., Ltd.",MA-L
A830AD,"WEIFANG GOERTEK ELECTRONICS CO.,LTD",MA-L
A41566,"WEIFANG GOERTEK ELECTRONICS CO.,LTD",MA-L
1C965A,"WEIFANG GOERTEK ELECTRONICS CO.,LTD",MA-L
401B5F,"WEIFANG GOERTEK ELECTRONICS CO.,LTD",MA-L
144F8A,Intel Corporate,MA-L
002106,RIM Testing Services,MA-L
5CCD7C,"MEIZU Technology Co.,Ltd.",MA-L
5C9656,AzureWave Technology Inc.,MA-L
E06066,Sercomm Corporation.,MA-L
BC5FF6,"MERCURY COMMUNICATION TECHNOLOGIES CO.,LTD.",MA-L
C8E7D8,"MERCURY COMMUNICATION TECHNOLOGIES CO.,LTD.",MA-L
A8E552,JUWEL Aquarium AG & Co. KG,MA-L
60D21C,Sunnovo International Limited,MA-L
CC51B4,Integrated Device Technology (Malaysia) Sdn. Bhd.,MA-L
00C3F4,"Samsung Electronics Co.,Ltd",MA-L
B88AEC,"Nintendo Co.,Ltd",MA-L
78725D,"Cisco Systems, Inc",MA-L
B46BFC,Intel Corporate,MA-L
B0FC0D,Amazon Technologies Inc.,MA-L
CCC92C,Schindler - PORT Technology,MA-L
001E39,Comsys Communication Ltd.,MA-L
EC8C9A,"HUAWEI TECHNOLOGIES CO.,LTD",MA-L
B48655,"HUAWEI TECHNOLOGIES CO.,LTD",MA-L
D0D783,"HUAWEI TECHNOLOGIES CO.,LTD",MA-L
FCE66A,Industrial Software Co,MA-L
7836CC,"GUANGDONG OPPO MOBILE TELECOMMUNICATIONS CORP.,LTD",MA-L
70C833,Wirepas Oy,MA-L
0C73EB,IEEE Registration Authority,MA-L
F0B5D1,Texas Instruments,MA-L
00E000,FUJITSU LIMITED,MA-L
90848B,"HDR10+ Technologies, LLC",MA-L
0CF5A4,"Cisco Systems, Inc",MA-L
80C7C5,"Fiberhome Telecommunication Technologies Co.,LTD",MA-L
2816A8,Microsoft Corporation,MA-L
048AE1,"FLEXTRONICS MANUFACTURING(ZHUHAI)CO.,LTD.",MA-L
8CCF5C,BEFEGA GmbH,MA-L
501D93,"HUAWEI TECHNOLOGIES CO.,LTD",MA-L
C8D779,"QING DAO HAIER TELECOM CO.,LTD.",MA-L
10B36F,Bowei Technology Company Limited,MA-L
FC9BC6,"Sumavision Technologies Co.,Ltd",MA-L
C8292A,Barun Electronics,MA-L
0080BA,"SPECIALIX (ASIA) PTE, LTD",MA-L
480BB2,IEEE Registration Authority,MA-L
CCC079,"Murata Manufacturing Co., Ltd.",MA-L
F09CD7,"Guangzhou Blue Cheetah Intelligent Technology Co., Ltd.",MA-L
BCE143,"Apple, Inc.",MA-L
E482CC,Jumptronic GmbH,MA-L
B0416F,"Shenzhen Maxtang Computer Co.,Ltd",MA-L
E019D8,BH TECHNOLOGIES,MA-L
48605F,LG Electronics (Mobile Communications),MA-L
30D9D9,"Apple, Inc.",MA-L
6030D4,"Apple, Inc.",MA-L
F895EA,"Apple, Inc.",MA-L
18F1D8,"Apple, Inc.",MA-L
647033,"Apple, Inc.",MA-L
846878,"Apple, Inc.",MA-L
C8D083,"Apple, Inc.",MA-L
8C4CDC,PLANEX COMMUNICATIONS INC.,MA-L
BCAB7C,TRnP KOREA Co Ltd,MA-L
6C3838,"Marking System Technology Co., Ltd.",MA-L
9C2EA1,Xiaomi Communications Co Ltd,MA-L
0C6ABC,"Fiberhome Telecommunication Technologies Co.,LTD",MA-L
3CCD5D,"HUAWEI TECHNOLOGIES CO.,LTD",MA-L
7C7668,"HUAWEI TECHNOLOGIES CO.,LTD",MA-L
001386,ABB Inc/Totalflow,MA-L
003C10,"Cisco Systems, Inc",MA-L
F041C8,IEEE Registration Authority,MA-L
CC9916,Integrated Device Technology (Malaysia) Sdn. Bhd.,MA-L
EC7FC6,ECCEL CORPORATION SAS,MA-L
A438CC,"Nintendo Co.,Ltd",MA-L
74721E,Edison Labs Inc.,MA-L
780F77,"HangZhou Gubei Electronics Technology Co.,Ltd",MA-L
4CABFC,zte corporation,MA-L
7C2A31,Intel Corporate,MA-L
0CF346,Xiaomi Communications Co Ltd,MA-L
7470FD,Intel Corporate,MA-L
5065F3,Hewlett Packard,MA-L
3C9509,Liteon Technology Corporation,MA-L
30FD38,"Google, Inc.",MA-L
64CB5D,"SIA ""TeleSet""",MA-L
5821E9,TWPI,MA-L
F0E3DC,"Tecon MT, LLC",MA-L
A8DA01,"Shenzhen NUOLIJIA Digital Technology Co.,Ltd",MA-L
88E90F,innomdlelab,MA-L
0010D8,CALISTA,MA-L
002194,Ping Communication,MA-L
1894C6,"ShenZhen Chenyee Technology Co., Ltd.",MA-L
80AD16,Xiaomi Communications Co Ltd,MA-L
044EAF,LG Innotek,MA-L
98D863,"Shanghai High-Flying Electronics Technology Co., Ltd",MA-L
C49F4C,"HUAWEI TECHNOLOGIES CO.,LTD",MA-L
0C704A,"HUAWEI TECHNOLOGIES CO.,LTD",MA-L
10F9EB,Industria Fueguina de Relojería Electrónica s.a.,MA-L
5C5AEA,FORD,MA-L
000B7B,Test-Um Inc.,MA-L
C88F26,"Skyworth Digital Technology(Shenzhen) Co.,Ltd",MA-L
20365B,Megafone Limited,MA-L
E8DE00,"ChongQing GuanFang Technology Co.,LTD",MA-L
FC643A,"Samsung Electronics Co.,Ltd",MA-L
003074,EQUIINET LTD.,MA-L
B0B3AD,"HUMAX Co., Ltd.",MA-L
40BD32,Texas Instruments,MA-L
CC8E71,"Cisco Systems, Inc",MA-L
70D081,Beijing Netpower Technologies Inc.,MA-L
70C94E,Liteon Technology Corporation,MA-L
38F554,"HISENSE ELECTRIC CO.,LTD",MA-L
18A28A,"Essel-T Co., Ltd",MA-L
A8515B,"Samsung Electronics Co.,Ltd",MA-L
001936,STERLITE OPTICAL TECHNOLOGIES LIMITED,MA-L
3CE824,"HUAWEI TECHNOLOGIES CO.,LTD",MA-L
54B7E5,"Rayson Technology Co., Ltd.",MA-L
946372,"vivo Mobile Communication Co., Ltd.",MA-L
BC0FA7,Ouster,MA-L
F0C9D1,"GD Midea Air-Conditioning Equipment Co.,Ltd.",MA-L
F8C120,"Xi'an Link-Science Technology Co.,Ltd",MA-L
B4FBF9,"HUAWEI TECHNOLOGIES CO.,LTD",MA-L
506F77,"HUAWEI TECHNOLOGIES CO.,LTD",MA-L
0C41E9,"HUAWEI TECHNOLOGIES CO.,LTD",MA-L
70F220,"Actiontec Electronics, Inc",MA-L
345A06,SHARP Corporation,MA-L
0402CA,"Shenzhen Vtsonic Co.,ltd",MA-L
3CFB5C,"Fiberhome Telecommunication Technologies Co.,LTD",MA-L
7440BB,"Hon Hai Precision Ind. Co.,Ltd.",MA-L
88BD45,"Samsung Electronics Co.,Ltd",MA-L
54FCF0,"Samsung Electronics Co.,Ltd",MA-L
306A85,"Samsung Electronics Co.,Ltd",MA-L
4CDD31,"Samsung Electronics Co.,Ltd",MA-L
B4DE31,"Cisco Systems, Inc",MA-L
A44027,zte corporation,MA-L
B4F7A1,LG Electronics (Mobile Communications),MA-L
70EF00,"Apple, Inc.",MA-L
28EDE0,"AMPAK Technology, Inc.",MA-L
1C1161,Ciena Corporation,MA-L
C87765,Tiesse SpA,MA-L
D0817A,"Apple, Inc.",MA-L
98CA33,"Apple, Inc.",MA-L
68AB1E,"Apple, Inc.",MA-L
BCFFEB,"Motorola Mobility LLC, a Lenovo Company",MA-L
2C37C5,"Qingdao Haier Intelligent Home Appliance Technology Co.,Ltd",MA-L
7C7630,"Shenzhen YOUHUA Technology Co., Ltd",MA-L
9822EF,Liteon Technology Corporation,MA-L
7C7635,Intel Corporate,MA-L
B80716,"vivo Mobile Communication Co., Ltd.",MA-L
788038,"FUNAI ELECTRIC CO., LTD.",MA-L
F045DA,Texas Instruments,MA-L
1CEEC9,Elo touch solutions,MA-L
001862,Seagate Technology,MA-L
000C50,Seagate Technology,MA-L
E4F042,"Google, Inc.",MA-L
20B399,Enterasys,MA-L
CC2D21,"Tenda Technology Co.,Ltd.Dongguan branch",MA-L
004097,DATEX DIVISION OF,MA-L
4048FD,IEEE Registration Authority,MA-L
A8EEC6,Muuselabs NV/SA,MA-L
9C4FCF,TCT mobile ltd,MA-L
D896E0,Alibaba Cloud Computing Ltd.,MA-L
207852,Nokia Solutions and Networks GmbH & Co. KG,MA-L
F417B8,AirTies Wireless Networks,MA-L
38F73D,Amazon Technologies Inc.,MA-L
B8F74A,RCNTEC,MA-L
ECF451,Arcadyan Corporation,MA-L
581243,AcSiP Technology Corp.,MA-L
58C17A,Cambium Networks Limited,MA-L
E0AADB,"Nanjing PANENG Technology Development Co.,Ltd",MA-L
C8DEC9,Coriant,MA-L
342AF1,Texas Instruments,MA-L
0C6111,Anda Technologies SAC,MA-L
0022C4,epro GmbH,MA-L
0C1539,"Apple, Inc.",MA-L
1C330E,PernixData,MA-L
44D5A5,AddOn Computer,MA-L
645106,Hewlett Packard,MA-L
00BE9E,"Fiberhome Telecommunication Technologies Co.,LTD",MA-L
54C57A,Sunnovo International Limited,MA-L
6C5697,Amazon Technologies Inc.,MA-L
F87B20,"Cisco Systems, Inc",MA-L
38AD8E,"New H3C Technologies Co., Ltd",MA-L
34D0B8,IEEE Registration Authority,MA-L
ECFAF4,SenRa Tech Pvt. Ltd,MA-L
0005FF,"SNS Solutions, Inc.",MA-L
D88F76,"Apple, Inc.",MA-L
409C28,"Apple, Inc.",MA-L
001C73,Arista Networks,MA-L
2C8A72,HTC Corporation,MA-L
38019F,"SHENZHEN FAST TECHNOLOGIES CO.,LTD",MA-L
245CCB,"AXIe Consortium, Inc.",MA-L
609BC8,"Hipad Intelligent Technology Co., Ltd.",MA-L
406A8E,Hangzhou Puwell OE Tech Ltd.,MA-L
1C0FAF,Lucid Vision Labs,MA-L
88B4A6,"Motorola Mobility LLC, a Lenovo Company",MA-L
54DF24,"Fiberhome Telecommunication Technologies Co.,LTD",MA-L
AC1DDF,IEEE Registration Authority,MA-L
24B209,Avaya Inc,MA-L
FC65DE,Amazon Technologies Inc.,MA-L
BC903A,Robert Bosch GmbH,MA-L
E8D819,AzureWave Technology Inc.,MA-L
B06EBF,ASUSTek COMPUTER INC.,MA-L
002128,Oracle Corporation,MA-L
28CF08,ESSYS,MA-L
74860B,"Cisco Systems, Inc",MA-L
182D98,Jinwoo Industrial system,MA-L
782D7E,"TRENDnet, Inc.",MA-L
741AE0,IEEE Registration Authority,MA-L
583879,"RICOH COMPANY, LTD.",MA-L
F44C70,"Skyworth Digital Technology(Shenzhen) Co.,Ltd",MA-L
78321B,D-Link International,MA-L
D8A534,Spectronix Corporation,MA-L
00A096,"MITSUMI ELECTRIC CO.,LTD.",MA-L
78617C,"MITSUMI ELECTRIC CO.,LTD.",MA-L
EC51BC,"GUANGDONG OPPO MOBILE TELECOMMUNICATIONS CORP.,LTD",MA-L
F079E8,"GUANGDONG OPPO MOBILE TELECOMMUNICATIONS CORP.,LTD",MA-L
D0B128,"Samsung Electronics Co.,Ltd",MA-L
BC5451,"Samsung Electronics Co.,Ltd",MA-L
08661F,Palo Alto Networks,MA-L
74EAC8,"New H3C Technologies Co., Ltd",MA-L
B4D64E,Caldero Limited,MA-L
F89DBB,Tintri,MA-L
904E91,IEEE Registration Authority,MA-L
DC0C2D,"WEIFANG GOERTEK ELECTRONICS CO.,LTD",MA-L
C4F312,Texas Instruments,MA-L
601803,"Daikin Air-conditioning (Shanghai) Co., Ltd.",MA-L
8CFEB4,"VSOONTECH ELECTRONICS CO., LIMITED",MA-L
940E6B,"HUAWEI TECHNOLOGIES CO.,LTD",MA-L
64FB50,"RoomReady/Zdi, Inc.",MA-L
58B42D,"YSTen Technology Co.,Ltd",MA-L
34298F,IEEE Registration Authority,MA-L
5CEA1D,"Hon Hai Precision Ind. Co.,Ltd.",MA-L
181456,Nokia Corporation,MA-L
78CA04,Nokia Corporation,MA-L
104B46,Mitsubishi Electric Corporation,MA-L
0017C8,KYOCERA Display Corporation,MA-L
5CE8B7,Oraimo Technology Limited,MA-L
CC66B2,Nokia,MA-L
38E2DD,zte corporation,MA-L
885DFB,zte corporation,MA-L
68ECC5,Intel Corporate,MA-L
3C11B2,Fraunhofer FIT,MA-L
288CB8,zte corporation,MA-L
78BC1A,"Cisco Systems, Inc",MA-L
005C86,"SHENZHEN FAST TECHNOLOGIES CO.,LTD",MA-L
5C546D,"HUAWEI TECHNOLOGIES CO.,LTD",MA-L
48BCA6,"​ASUNG TECHNO CO.,Ltd",MA-L
3C10E6,PHAZR Inc.,MA-L
30053F,"JTI Co.,Ltd.",MA-L
B009DA,Ring Solutions,MA-L
00054F,Garmin International,MA-L
904506,Tokyo Boeki Medisys Inc.,MA-L
0021A1,"Cisco Systems, Inc",MA-L
E048D3,"MOBIWIRE MOBILES (NINGBO) CO.,LTD",MA-L
B8DB1C,Integrated Device Technology (Malaysia) Sdn. Bhd.,MA-L
58E28F,"Apple, Inc.",MA-L
787B8A,"Apple, Inc.",MA-L
000C03,"HDMI Licensing, LLC",MA-L
F4939F,"Hon Hai Precision Industry Co., Ltd.",MA-L
000726,"SHENZHEN GONGJIN ELECTRONICS CO.,LT",MA-L
FC8B97,"SHENZHEN GONGJIN ELECTRONICS CO.,LT",MA-L
FC7F56,CoSyst Control Systems GmbH,MA-L
2C4053,"Samsung Electronics Co.,Ltd",MA-L
0C8FFF,"HUAWEI TECHNOLOGIES CO.,LTD",MA-L
54B121,"HUAWEI TECHNOLOGIES CO.,LTD",MA-L
A80C63,"HUAWEI TECHNOLOGIES CO.,LTD",MA-L
5CC307,"HUAWEI TECHNOLOGIES CO.,LTD",MA-L
788C4D,"Indyme Solutions, LLC",MA-L
DCEB53,"Wuhan QianXiao Elecronic Technology CO.,LTD",MA-L
EC8AC7,"Fiberhome Telecommunication Technologies Co.,LTD",MA-L
88365F,LG Electronics (Mobile Communications),MA-L
F0EFD2,"TF PAYMENT SERVICE CO., LTD",MA-L
788102,Sercomm Corporation.,MA-L
84AA9C,MitraStar Technology Corp.,MA-L
2CAB25,"SHENZHEN GONGJIN ELECTRONICS CO.,LT",MA-L
1CA532,"SHENZHEN GONGJIN ELECTRONICS CO.,LT",MA-L
001F92,Motorola Solutions Inc.,MA-L
0025C4,Ruckus Wireless,MA-L
C0C520,Ruckus Wireless,MA-L
70DEF9,FAI WAH INTERNATIONAL (HONG KONG) LIMITED,MA-L
4CB008,"Shenzhen Gwelltimes Technology Co.,Ltd",MA-L
E86FF2,"Actiontec Electronics, Inc",MA-L
005018,"AMIT, Inc.",MA-L
FC2F6B,"Everspin Technologies, Inc.",MA-L
101B54,"HUAWEI TECHNOLOGIES CO.,LTD",MA-L
7CBACC,IEEE Registration Authority,MA-L
540237,Teltronic AG,MA-L
E0107F,Ruckus Wireless,MA-L
C4017C,Ruckus Wireless,MA-L
404229,"Layer3TV, Inc",MA-L
F81D90,Solidwintech,MA-L
B0EABC,ASKEY COMPUTER CORP,MA-L
94C691,"EliteGroup Computer Systems Co., LTD",MA-L
3CF591,"GUANGDONG OPPO MOBILE TELECOMMUNICATIONS CORP.,LTD",MA-L
602101,"GUANGDONG OPPO MOBILE TELECOMMUNICATIONS CORP.,LTD",MA-L
7CEB7F,Dmet Products Corp.,MA-L
8C8580,Smart Innovation LLC,MA-L
287B09,zte corporation,MA-L
A06A44,"Vizio, Inc",MA-L
88B111,Intel Corporate,MA-L
DCBE7A,Zhejiang Nurotron Biotechnology Co.,MA-L
3438B7,"HUMAX Co., Ltd.",MA-L
78B28D,Beijing Tengling Technology CO.Ltd,MA-L
784501,Biamp Systems,MA-L
54D751,Proximus,MA-L
CC0677,"Fiberhome Telecommunication Technologies Co.,LTD",MA-L
14780B,Varex Imaging Deutschland AG,MA-L
0080C2,IEEE 802.1 Chair,MA-L
ECF342,"GUANGDONG OPPO MOBILE TELECOMMUNICATIONS CORP.,LTD",MA-L
D4258B,Intel Corporate,MA-L
041B6D,LG Electronics (Mobile Communications),MA-L
F44156,Arrikto Inc.,MA-L
986C5C,"Jiangxi Gosun Guard Security Co.,Ltd",MA-L
50FF20,Keenetic Limited,MA-L
688DB6,AETEK INC.,MA-L
00F82C,"Cisco Systems, Inc",MA-L
00C1B1,"Cisco Systems, Inc",MA-L
F4FCB1,JJ Corp,MA-L
8C395C,Bit4id Srl,MA-L
309C23,"Micro-Star INTL CO., LTD.",MA-L
145E45,Bamboo Systems Group,MA-L
ACAFB9,"Samsung Electronics Co.,Ltd",MA-L
181212,Cepton Technologies,MA-L
70D923,"vivo Mobile Communication Co., Ltd.",MA-L
B83A08,"Tenda Technology Co.,Ltd.Dongguan branch",MA-L
50D37F,"Yu Fly Mikly Way Science and Technology Co., Ltd.",MA-L
B03D96,Vision Valley FZ LLC,MA-L
F894C2,Intel Corporate,MA-L
70D379,"Cisco Systems, Inc",MA-L
100501,PEGATRON CORPORATION,MA-L
D8C8E9,"Phicomm (Shanghai) Co., Ltd.",MA-L
7CB960,Shanghai X-Cheng telecom LTD,MA-L
28B448,"HUAWEI TECHNOLOGIES CO.,LTD",MA-L
70DB98,"Cisco Systems, Inc",MA-L
30D386,zte corporation,MA-L
24792A,Ruckus Wireless,MA-L
A49BF5,Hybridserver Tec GmbH,MA-L
F470AB,"vivo Mobile Communication Co., Ltd.",MA-L
2C5A0F,"Cisco Systems, Inc",MA-L
2C3124,"Cisco Systems, Inc",MA-L
9CC8AE,"Becton, Dickinson  and Company",MA-L
B0359F,Intel Corporate,MA-L
C0D962,ASKEY COMPUTER CORP,MA-L
F80BCB,"Cisco Systems, Inc",MA-L
B47C9C,Amazon Technologies Inc.,MA-L
503DA1,"Samsung Electronics Co.,Ltd",MA-L
503237,"Apple, Inc.",MA-L
B0481A,"Apple, Inc.",MA-L
B49CDF,"Apple, Inc.",MA-L
48BF6B,"Apple, Inc.",MA-L
2CFAA2,Alcatel-Lucent Enterprise,MA-L
E8E732,Alcatel-Lucent Enterprise,MA-L
7C2664,Sagemcom Broadband SAS,MA-L
AC6B0F,CADENCE DESIGN SYSTEMS INC,MA-L
7C3866,Texas Instruments,MA-L
0C61CF,Texas Instruments,MA-L
9C1D58,Texas Instruments,MA-L
58821D,H. Schomäcker GmbH,MA-L
D8A105,"Syslane, Co., Ltd.",MA-L
3C0518,"Samsung Electronics Co.,Ltd",MA-L
900628,"Samsung Electronics Co.,Ltd",MA-L
9C84BF,"Apple, Inc.",MA-L
B4A9FE,GHIA Technology (Shenzhen) LTD,MA-L
F097E5,"TAMIO, INC",MA-L
4C1A3D,"GUANGDONG OPPO MOBILE TELECOMMUNICATIONS CORP.,LTD",MA-L
1CA0D3,IEEE Registration Authority,MA-L
9CFCD1,"Aetheris Technology (Shanghai) Co., Ltd.",MA-L
BCA042,"SHANGHAI FLYCO ELECTRICAL APPLIANCE CO.,LTD",MA-L
0CF4D5,Ruckus Wireless,MA-L
00111B,Targa Systems Div L-3 Communications,MA-L
6854C1,"ColorTokens, Inc.",MA-L
346E9D,Ericsson AB,MA-L
F4DC41,YOUNGZONE CULTURE (SHANGHAI) CORP,MA-L
000F4F,PCS Systemtechnik GmbH,MA-L
6C750D,WiFiSONG,MA-L
3805AC,Piller Group GmbH,MA-L
BC3F8F,"HUAWEI TECHNOLOGIES CO.,LTD",MA-L
143004,"HUAWEI TECHNOLOGIES CO.,LTD",MA-L
38AA3C,"SAMSUNG ELECTRO MECHANICS CO., LTD.",MA-L
50A4D0,IEEE Registration Authority,MA-L
800010,AT&T,MA-L
14ABC5,Intel Corporate,MA-L
0024F1,"Shenzhen Fanhai Sanjiang Electronics Co., Ltd.",MA-L
50D213,CviLux Corporation,MA-L
001E29,Hypertherm Inc,MA-L
7CC6C4,Kolff Computer Supplies b.v.,MA-L
C4836F,Ciena Corporation,MA-L
5004B8,"HUAWEI TECHNOLOGIES CO.,LTD",MA-L
5CFF35,Wistron Corporation,MA-L
78F29E,PEGATRON CORPORATION,MA-L
64777D,Hitron Technologies. Inc,MA-L
60D262,Tzukuri Pty Ltd,MA-L
142FFD,LT SECURITY INC,MA-L
00D0B2,Xiotech Corporation,MA-L
9C50EE,"Cambridge Industries(Group) Co.,Ltd.",MA-L
40ED98,IEEE Registration Authority,MA-L
ACDCE5,Procter & Gamble Company,MA-L
00B362,"Apple, Inc.",MA-L
E4E4AB,"Apple, Inc.",MA-L
54FA96,Nokia Solutions and Networks GmbH & Co. KG,MA-L
60334B,"Apple, Inc.",MA-L
C891F9,Sagemcom Broadband SAS,MA-L
8404D2,Kirale Technologies SL,MA-L
38AFD7,FUJITSU LIMITED,MA-L
28993A,Arista Networks,MA-L
60427F,"SHENZHEN CHUANGWEI-RGB ELECTRONICS CO.,LTD",MA-L
BCA8A6,Intel Corporate,MA-L
74FF4C,"Skyworth Digital Technology(Shenzhen) Co.,Ltd",MA-L
A02C36,FN-LINK TECHNOLOGY LIMITED,MA-L
F48C50,Intel Corporate,MA-L
DCD255,"Kinpo Electronics, Inc.",MA-L
64EB8C,Seiko Epson Corporation,MA-L
001351,Niles Audio Corporation,MA-L
000320,"Xpeed, Inc.",MA-L
AC1F6B,"Super Micro Computer, Inc.",MA-L
508A0F,"SHENZHEN FISE TECHNOLOGY HOLDING CO.,LTD.",MA-L
7CCBE2,IEEE Registration Authority,MA-L
A8A5E2,MSF-Vathauer Antriebstechnik GmbH & Co KG,MA-L
C0288D,"Logitech, Inc",MA-L
6CEC5A,"Hon Hai Precision Ind. CO.,Ltd.",MA-L
44C346,"HUAWEI TECHNOLOGIES CO.,LTD",MA-L
307496,"HUAWEI TECHNOLOGIES CO.,LTD",MA-L
708A09,"HUAWEI TECHNOLOGIES CO.,LTD",MA-L
180675,Dilax Intelcom GmbH,MA-L
000FC2,Uniwell Corporation,MA-L
CCC5EF,Co-Comm Servicios Telecomunicaciones S.L.,MA-L
9002A9,"Zhejiang Dahua Technology Co., Ltd.",MA-L
E89EB4,"Hon Hai Precision Ind. Co.,Ltd.",MA-L
D46A6A,"Hon Hai Precision Ind. Co.,Ltd.",MA-L
98FD74,ACT.CO.LTD,MA-L
E0508B,"Zhejiang Dahua Technology Co., Ltd.",MA-L
000064,Yokogawa Digital Computer Corporation,MA-L
D0F73B,Helmut Mauell GmbH Werk Weida,MA-L
0C4933,"Sichuan Jiuzhou Electronic Technology Co., Ltd.",MA-L
9C1E95,"Actiontec Electronics, Inc",MA-L
64DB43,"Motorola (Wuhan) Mobility Technologies Communication Co., Ltd.",MA-L
68AF13,Futura Mobility,MA-L
681AB2,zte corporation,MA-L
7CEBAE,Ridgeline Instruments,MA-L
002590,"Super Micro Computer, Inc.",MA-L
24C1BD,"CRRC DALIAN R&D CO.,LTD.",MA-L
00A2EE,"Cisco Systems, Inc",MA-L
0059DC,"Cisco Systems, Inc",MA-L
C8D3FF,Hewlett Packard,MA-L
C4BE84,Texas Instruments,MA-L
F4F524,"Motorola Mobility LLC, a Lenovo Company",MA-L
000B2E,Cal-Comp Electronics & Communications Company Ltd.,MA-L
4865EE,IEEE Registration Authority,MA-L
F4CAE5,FREEBOX SAS,MA-L
00BBC1,CANON INC.,MA-L
0013A5,"General Solutions, LTD.",MA-L
5098F3,Rheem Australia Pty Ltd,MA-L
506B8D,Nutanix,MA-L
0038DF,"Cisco Systems, Inc",MA-L
40F413,Rubezh,MA-L
90004E,"Hon Hai Precision Ind. Co.,Ltd.",MA-L
248894,shenzhen lensun Communication Technology LTD,MA-L
EC107B,"Samsung Electronics Co.,Ltd",MA-L
B04BBF,PT HAN SUNG ELECTORONICS INDONESIA,MA-L
CC2D83,"GUANGDONG OPPO MOBILE TELECOMMUNICATIONS CORP.,LTD",MA-L
D46E0E,"TP-LINK TECHNOLOGIES CO.,LTD.",MA-L
88366C,EFM Networks,MA-L
48DA96,Eddy Smart Home Solutions Inc.,MA-L
F074E4,"Thundercomm Technology Co., Ltd",MA-L
A0722C,"HUMAX Co., Ltd.",MA-L
C83DD4,CyberTAN Technology Inc.,MA-L
38D547,ASUSTek COMPUTER INC.,MA-L
B4D135,Cloudistics,MA-L
F02FA7,"HUAWEI TECHNOLOGIES CO.,LTD",MA-L
18DED7,"HUAWEI TECHNOLOGIES CO.,LTD",MA-L
1C232C,"Samsung Electronics Co.,Ltd",MA-L
78888A,CDR Sp. z o.o. Sp. k.,MA-L
FCD848,"Apple, Inc.",MA-L
E00DB9,"Cree, Inc.",MA-L
FC83C6,"N-Radio Technologies Co., Ltd.",MA-L
DC0D30,"Shenzhen Feasycom Technology Co., Ltd.",MA-L
F0ACD7,IEEE Registration Authority,MA-L
0021D2,"Samsung Electronics Co.,Ltd",MA-L
0021D1,"Samsung Electronics Co.,Ltd",MA-L
001FCC,"Samsung Electronics Co.,Ltd",MA-L
A42983,Boeing Defence Australia,MA-L
EC8892,"Motorola Mobility LLC, a Lenovo Company",MA-L
